Province,City,Monitoring_Station,Latitude,Longitude,Date,Water_Temperature_C,pH,Dissolved_Oxygen_mg_L,Conductivity_uS_cm,Turbidity_NTU,Nitrate_mg_L,Nitrite_mg_L,Ammonia_N_mg_L,Total_Phosphorus_mg_L,Total_Nitrogen_mg_L,COD_mg_L,BOD_mg_L,Heavy_Metals_Pb_ug_L,Heavy_Metals_Cd_ug_L,Heavy_Metals_Hg_ug_L,Coliform_Count_CFU_100mL,Water_Quality_Index,Pollution_Level,Remarks
Guangdong,Guangzhou,Guangzhou_Station_2,27.255608,120.458476,2023-03-26,21.5,6.69,8.17,466.66,0.76,2.28,0.007,0.38,0.102,2.7,18.89,5.62,2.96,0.04,0.07,86,10.01,Moderate,
Shanghai,Shanghai,Shanghai_Station_3,28.883718,107.099976,2023-12-01,18.34,7.14,4.58,603.72,1.28,1.67,0.041,0.81,0.017,2.04,19.57,5.91,6.33,0.49,0.08,79,56.05,Very Poor,High pollution spike detected
Zhejiang,Hangzhou,Hangzhou_Station_9,28.606711,122.866041,2023-06-22,19.33,6.64,5.79,525.96,7.25,2.21,0.023,0.6,0.149,3.69,29.76,4.02,3.92,0.25,0.12,93,46.83,Very Poor,Monitoring recommended
Shanghai,Shanghai,Shanghai_Station_8,26.448774,101.12613,2023-01-05,18.0,7.45,7.25,526.12,0.14,1.53,0.011,0.61,0.143,3.85,16.51,4.34,3.71,0.5,0.03,105,60.05,Moderate,Requires attention
Shandong,Qingdao,Qingdao_Station_9,23.485198,114.725642,2023-07-25,15.88,6.4,10.55,244.75,2.98,1.05,0.019,0.57,0.034,2.72,22.39,4.29,4.08,0.55,0.09,106,28.95,Excellent,
Beijing,Beijing,Beijing_Station_9,38.272841,109.848781,2023-12-01,15.87,7.02,8.16,654.41,0.05,1.6,0.038,0.2,0.103,3.19,20.21,3.81,4.25,0.34,0.06,96,91.29,Excellent,Monitoring recommended
Jiangsu,Nanjing,Nanjing_Station_4,44.510428,110.483221,2023-10-30,21.02,6.29,8.71,723.7,2.85,1.97,0.006,0.76,0.078,2.74,21.88,5.14,5.23,0.51,0.07,101,9.76,Good,Monitoring recommended
Henan,Zhengzhou,Zhengzhou_Station_7,21.631706,117.297384,2023-02-21,17.39,6.27,7.19,405.3,8.86,2.36,0.022,0.31,0.096,1.9,16.28,2.42,9.0,0.19,0.23,124,18.92,Moderate,Monitoring recommended
Guangdong,Guangzhou,Guangzhou_Station_1,28.98485,112.810286,2023-11-15,16.94,7.39,6.71,584.68,0.17,1.3,0.021,0.64,0.164,3.25,17.35,5.39,7.33,0.55,0.16,99,29.8,Good,High pollution spike detected
Jiangsu,Nanjing,Nanjing_Station_9,38.127261,117.930652,2023-05-03,22.16,6.41,7.75,492.12,0.0,1.2,0.033,0.37,0.168,1.72,18.07,2.71,7.71,0.84,-0.02,107,89.07,Moderate,Requires attention
Shanghai,Shanghai,Shanghai_Station_4,24.554773,107.382458,2023-09-28,25.09,6.77,10.15,611.05,1.97,2.1,0.021,0.61,0.036,2.22,19.39,5.54,2.63,0.54,0.06,119,6.77,Poor,Monitoring recommended
Shandong,Jinan,Jinan_Station_4,41.796692,118.666115,2023-12-29,21.73,6.83,8.99,648.28,7.63,1.88,0.023,0.91,0.138,2.65,19.91,4.13,6.33,0.55,0.19,111,26.84,Good,High pollution spike detected
Henan,Luoyang,Luoyang_Station_6,22.430652,116.525348,2023-04-05,15.96,6.97,6.39,655.83,1.59,1.82,0.031,0.2,0.117,4.11,19.13,3.8,6.44,0.6,0.17,118,31.91,Excellent,
Beijing,Beijing,Beijing_Station_9,22.129314,104.336954,2023-01-19,19.25,7.56,8.93,383.25,5.69,1.71,0.02,0.69,0.122,3.4,22.67,4.22,4.67,0.26,0.13,92,89.78,Good,Requires attention
Hubei,Yichang,Yichang_Station_7,24.5638,121.913271,2023-07-26,21.43,6.85,9.8,439.22,12.65,1.04,0.01,0.53,0.17,3.5,27.51,4.21,4.58,0.67,0.06,93,31.0,Excellent,Monitoring recommended
Jiangsu,Nanjing,Nanjing_Station_6,35.813646,115.669347,2023-07-04,21.84,7.8,7.29,570.1,5.89,1.69,0.025,0.41,-0.025,2.31,14.43,2.96,6.36,0.57,0.11,102,6.89,Excellent,Requires attention
Shanghai,Shanghai,Shanghai_Station_1,20.511934,103.667634,2023-04-26,17.92,7.35,8.47,505.65,4.53,1.79,0.037,0.51,0.039,2.5,31.41,3.58,0.84,0.38,0.01,96,23.79,Good,Requires attention
Sichuan,Mianyang,Mianyang_Station_2,37.053097,121.559717,2023-04-20,20.0,7.15,7.79,360.57,10.07,1.37,0.022,0.41,0.157,3.43,17.31,4.78,5.54,0.77,0.14,111,77.6,Moderate,
Sichuan,Chengdu,Chengdu_Station_9,31.765768,108.785445,2023-11-21,16.71,7.09,6.3,501.74,6.66,2.3,0.021,0.58,0.04,3.25,13.57,4.96,6.93,0.57,0.12,82,68.71,Good,Requires attention
Hubei,Wuhan,Wuhan_Station_1,44.423271,104.497784,2023-12-10,13.07,7.0,3.68,623.06,2.47,1.81,0.033,0.3,0.171,3.09,22.42,4.46,6.18,0.42,-0.02,90,77.81,Poor,Monitoring recommended
Shanghai,Shanghai,Shanghai_Station_10,37.175437,108.08519,2023-10-05,21.55,7.27,6.28,492.75,0.29,1.68,-0.002,0.52,0.159,3.14,18.22,4.24,8.68,0.32,0.1,105,9.32,Good,Monitoring recommended
Zhejiang,Ningbo,Ningbo_Station_2,29.208983,112.672434,2023-07-22,22.26,6.87,9.85,370.28,3.83,1.23,0.038,0.46,0.095,3.43,24.26,5.16,7.75,0.49,0.17,94,6.27,Poor,High pollution spike detected
Yunnan,Kunming,Kunming_Station_4,30.33948,107.286132,2023-01-03,25.56,6.72,4.99,514.62,8.0,1.65,0.011,0.52,0.021,2.55,17.71,5.06,4.74,0.7,0.11,90,57.56,Moderate,Monitoring recommended
Yunnan,Kunming,Kunming_Station_1,31.808171,120.964258,2023-09-09,30.28,6.76,9.31,576.92,14.26,1.35,0.015,0.3,0.106,2.54,16.65,3.1,4.52,0.51,0.09,103,66.04,Very Poor,High pollution spike detected
Zhejiang,Ningbo,Ningbo_Station_6,23.857426,104.489053,2023-01-18,18.28,6.68,6.44,564.41,2.09,2.04,0.024,0.37,0.141,3.32,16.74,5.13,7.32,0.91,0.19,107,35.28,Moderate,Requires attention
Yunnan,Dali,Dali_Station_4,43.802358,113.328062,2023-05-04,18.06,7.38,11.65,541.74,47.48,1.05,0.003,0.58,0.122,2.86,28.61,4.99,1.8,0.47,0.05,99,67.8,Moderate,High pollution spike detected
Hubei,Yichang,Yichang_Station_5,42.267788,104.545217,2023-04-29,18.17,6.96,6.23,514.31,8.99,1.87,0.036,0.68,0.092,2.5,15.82,3.52,6.01,0.65,0.06,92,25.19,Excellent,Requires attention
Sichuan,Chengdu,Chengdu_Station_7,22.257936,115.204548,2023-08-19,21.04,6.98,6.69,364.45,1.79,1.99,0.01,0.8,0.053,3.09,26.6,4.09,4.27,0.53,0.07,105,81.93,Poor,Monitoring recommended
Hubei,Yichang,Yichang_Station_7,32.974873,100.243842,2023-05-20,23.75,6.16,7.5,558.37,8.57,2.39,0.028,0.44,0.079,3.16,29.84,3.77,4.1,0.74,0.1,106,49.6,Very Poor,Monitoring recommended
Jiangsu,Nanjing,Nanjing_Station_3,35.547622,112.757522,2023-02-26,16.59,6.82,7.21,492.38,1.19,1.04,0.004,0.52,0.073,2.6,20.47,3.31,7.58,0.38,0.18,82,7.13,Poor,Monitoring recommended
Guangdong,Guangzhou,Guangzhou_Station_2,39.603575,124.194275,2023-08-01,28.92,6.92,5.34,449.88,7.12,2.06,-0.004,0.23,0.062,2.61,26.07,2.09,2.14,0.59,0.11,105,77.92,Moderate,
Hubei,Wuhan,Wuhan_Station_4,23.755059,121.390792,2023-10-15,17.3,7.09,10.57,482.98,1.88,2.39,0.018,0.59,0.148,2.72,18.28,4.45,1.42,0.59,0.04,103,25.05,Good,High pollution spike detected
Zhejiang,Hangzhou,Hangzhou_Station_9,37.437711,109.184201,2023-07-19,16.12,6.88,8.62,478.73,19.48,2.33,0.022,0.44,0.105,2.44,24.15,5.62,2.6,0.18,0.08,95,95.93,Excellent,Monitoring recommended
Yunnan,Dali,Dali_Station_1,25.180368,108.657053,2023-11-04,19.02,7.7,9.1,447.0,0.86,1.72,0.008,0.5,0.047,3.26,11.67,1.84,1.78,0.42,0.09,78,71.54,Moderate,Requires attention
Beijing,Beijing,Beijing_Station_8,39.04803,122.473115,2023-02-14,27.39,6.48,8.63,515.52,0.34,2.15,0.024,0.34,0.107,2.53,14.73,2.38,5.81,0.53,0.08,94,12.77,Very Poor,Monitoring recommended
Shanghai,Shanghai,Shanghai_Station_4,26.895322,119.630546,2023-11-10,21.47,7.68,7.98,593.62,14.19,2.09,0.029,0.46,0.124,2.78,19.34,5.59,6.28,0.39,0.12,98,66.21,Moderate,
Guangdong,Guangzhou,Guangzhou_Station_4,32.129597,104.539887,2023-03-28,16.21,6.51,7.72,617.02,0.12,1.57,0.02,0.51,0.111,3.21,11.98,2.71,2.67,0.52,0.09,101,90.76,Good,Requires attention
Yunnan,Dali,Dali_Station_5,38.028599,120.749304,2023-06-28,20.02,6.74,6.1,444.72,6.93,2.32,0.01,0.53,-0.009,3.59,20.0,2.41,6.26,0.83,0.05,114,7.15,Moderate,
Shanghai,Shanghai,Shanghai_Station_9,31.663198,105.297829,2023-05-10,14.4,6.63,6.28,427.55,1.09,1.82,0.016,0.65,0.134,2.23,17.03,5.25,5.59,0.57,0.11,118,42.39,Poor,
Jiangsu,Nanjing,Nanjing_Station_5,24.566725,107.97873,2023-03-04,20.04,7.0,5.76,354.88,0.2,2.37,0.017,0.49,0.082,2.96,18.38,3.46,3.58,0.47,0.15,93,14.21,Moderate,Monitoring recommended
Zhejiang,Ningbo,Ningbo_Station_10,23.651886,115.663063,2023-10-18,21.59,6.17,9.52,388.78,3.38,1.83,0.012,0.33,0.077,3.3,23.52,6.93,2.59,0.52,0.07,109,26.53,Moderate,High pollution spike detected
Beijing,Beijing,Beijing_Station_9,43.457527,119.808776,2023-11-26,14.18,7.7,6.35,796.95,2.4,2.31,0.023,0.88,0.105,2.95,25.78,3.63,5.78,0.59,0.05,104,33.14,Excellent,Monitoring recommended
Beijing,Beijing,Beijing_Station_4,29.495323,113.550579,2023-09-06,21.09,7.83,4.94,655.72,16.74,2.34,0.021,0.5,0.093,3.49,24.31,3.85,1.96,0.51,0.06,96,33.51,Very Poor,Requires attention
Beijing,Beijing,Beijing_Station_6,40.611813,101.795499,2023-11-23,21.1,6.28,11.86,489.72,0.59,2.67,0.017,0.88,0.102,2.57,24.25,3.89,7.11,0.58,0.08,98,54.8,Moderate,Requires attention
Sichuan,Mianyang,Mianyang_Station_5,21.369781,106.97522,2023-08-27,25.99,6.77,4.41,638.56,0.58,1.82,0.029,0.63,0.111,3.11,14.25,4.77,6.58,0.96,0.12,108,76.18,Excellent,Monitoring recommended
Jiangsu,Nanjing,Nanjing_Station_3,38.644476,104.023185,2023-01-07,18.0,6.97,6.2,466.7,0.65,1.93,0.019,0.4,0.111,2.95,19.09,4.49,5.15,0.39,0.06,82,6.98,Excellent,High pollution spike detected
Sichuan,Mianyang,Mianyang_Station_6,25.719069,115.805136,2023-08-05,12.07,7.18,9.3,549.35,4.24,2.17,0.029,0.49,0.107,3.83,24.14,4.94,4.47,0.5,0.12,97,85.27,Excellent,High pollution spike detected
Guangdong,Shenzhen,Shenzhen_Station_4,38.505052,101.651437,2023-03-07,17.97,7.06,7.29,503.08,7.54,1.83,-0.0,0.43,0.044,2.65,14.17,2.72,2.99,0.63,0.07,105,37.7,Moderate,High pollution spike detected
Henan,Zhengzhou,Zhengzhou_Station_9,32.204482,119.044174,2023-12-26,36.42,7.39,7.47,586.9,11.96,2.8,0.016,-0.03,0.056,3.25,20.8,3.88,3.03,0.5,0.1,85,69.71,Moderate,Requires attention
Beijing,Beijing,Beijing_Station_9,35.958999,102.251472,2023-06-27,24.07,6.85,8.1,540.79,4.17,2.35,0.003,0.14,0.073,2.97,19.52,4.19,2.22,0.82,0.18,97,83.42,Excellent,
Zhejiang,Hangzhou,Hangzhou_Station_7,39.885647,107.016749,2023-10-11,21.53,6.99,11.95,420.37,0.26,2.47,0.024,0.62,0.017,4.07,11.74,4.16,4.7,0.48,0.14,93,68.38,Good,High pollution spike detected
Beijing,Beijing,Beijing_Station_1,37.688527,121.314101,2023-04-28,22.93,6.87,10.32,636.18,4.1,2.91,0.023,0.53,0.073,3.37,23.54,3.27,6.44,0.7,0.04,85,42.8,Moderate,High pollution spike detected
Hubei,Yichang,Yichang_Station_6,24.367257,109.807743,2023-11-28,25.7,6.32,8.8,431.92,19.71,2.18,0.023,0.22,0.044,2.69,20.12,3.66,5.62,0.7,0.05,102,93.21,Poor,
Zhejiang,Ningbo,Ningbo_Station_8,25.32442,102.638768,2023-01-20,28.41,6.83,13.01,502.45,1.8,2.1,0.006,0.09,0.044,3.6,25.48,3.87,4.28,0.33,0.09,92,99.62,Poor,High pollution spike detected
Shandong,Jinan,Jinan_Station_9,42.786332,112.140768,2023-02-03,18.06,7.11,10.86,469.69,12.85,1.38,0.024,0.85,0.139,2.44,12.29,4.27,5.3,0.75,0.13,89,53.2,Good,Requires attention
Zhejiang,Hangzhou,Hangzhou_Station_7,33.300445,112.790133,2023-02-12,22.3,6.45,9.88,432.88,8.25,1.34,0.019,0.42,0.105,3.26,17.43,3.52,6.36,0.27,0.06,116,65.61,Excellent,High pollution spike detected
Yunnan,Kunming,Kunming_Station_4,32.638728,103.332894,2023-11-13,29.07,6.41,4.85,387.99,5.03,1.18,0.027,0.42,0.05,3.91,14.03,3.27,3.78,-0.06,0.1,107,59.45,Moderate,Requires attention
Henan,Zhengzhou,Zhengzhou_Station_7,32.7572,121.876609,2023-05-15,19.05,7.15,8.65,515.46,1.03,2.66,0.027,0.54,0.13,2.97,20.92,4.59,0.85,0.68,0.14,108,52.23,Moderate,
Shandong,Qingdao,Qingdao_Station_9,39.980221,118.888705,2023-12-30,14.87,7.09,8.27,477.73,0.05,2.01,0.026,0.14,0.15,2.79,25.08,4.64,4.14,0.48,0.1,97,25.44,Poor,Monitoring recommended
Henan,Luoyang,Luoyang_Station_6,36.718292,106.882162,2023-06-30,16.74,6.95,10.96,550.88,2.67,1.59,0.018,0.41,0.08,4.39,11.33,4.64,9.85,0.72,0.1,91,67.23,Moderate,High pollution spike detected
Zhejiang,Ningbo,Ningbo_Station_8,44.381478,103.426142,2023-01-01,15.84,6.46,5.73,540.52,2.66,0.57,0.008,0.52,0.129,2.84,26.87,5.03,4.75,0.45,0.12,90,90.03,Very Poor,Monitoring recommended
Guangdong,Shenzhen,Shenzhen_Station_2,29.174727,117.573317,2023-01-18,25.67,6.34,9.93,572.1,4.15,2.21,0.019,0.8,0.136,3.65,14.06,3.14,3.37,0.54,0.19,105,59.87,Good,High pollution spike detected
Shandong,Jinan,Jinan_Station_10,23.269456,110.781141,2023-08-18,30.59,6.39,10.05,400.52,8.2,1.56,0.009,0.75,0.152,3.52,25.78,2.46,1.87,0.37,0.08,106,93.78,Excellent,Monitoring recommended
Henan,Zhengzhou,Zhengzhou_Station_5,26.07643,109.101333,2023-10-09,21.32,7.12,7.63,583.24,9.38,1.59,0.028,0.44,0.105,2.83,21.7,2.99,6.45,0.49,0.06,89,23.76,Poor,Requires attention
Yunnan,Kunming,Kunming_Station_3,30.526668,114.926633,2023-07-17,24.07,6.05,6.34,354.02,8.45,1.6,0.002,0.07,0.136,2.01,14.28,4.28,5.18,0.56,0.1,94,16.57,Very Poor,High pollution spike detected
Jiangsu,Nanjing,Nanjing_Station_8,29.883212,104.03323,2023-11-19,11.94,6.54,7.7,411.33,2.06,1.81,0.013,0.43,0.133,3.4,27.56,2.49,4.16,0.75,0.01,96,11.65,Good,High pollution spike detected
Guangdong,Shenzhen,Shenzhen_Station_5,43.735943,110.907537,2023-09-27,19.2,7.51,7.64,734.41,10.3,1.43,0.048,0.54,0.119,3.27,22.28,6.15,8.57,0.31,0.2,105,96.13,Very Poor,High pollution spike detected
Beijing,Beijing,Beijing_Station_2,40.871572,116.356498,2023-12-02,23.51,7.67,6.21,451.44,2.63,2.59,0.034,0.79,0.024,3.79,18.5,6.05,6.25,0.55,0.1,79,9.14,Moderate,
Hubei,Yichang,Yichang_Station_9,24.541698,101.370956,2023-06-05,18.13,6.46,7.69,541.73,5.1,2.67,0.021,0.66,0.142,3.46,20.11,4.05,6.79,0.29,0.04,90,74.45,Good,
Jiangsu,Nanjing,Nanjing_Station_8,44.812847,101.584519,2023-08-01,23.49,7.23,8.01,436.38,6.0,3.0,0.025,0.41,0.157,2.88,21.26,2.66,1.98,0.61,0.16,98,5.28,Excellent,Requires attention
Zhejiang,Hangzhou,Hangzhou_Station_1,32.514049,113.605553,2023-03-15,22.26,6.43,10.47,563.71,2.58,2.47,0.031,0.93,0.155,1.93,21.61,2.43,5.3,0.52,0.07,95,32.39,Good,Requires attention
Sichuan,Mianyang,Mianyang_Station_4,40.698082,121.817195,2023-09-23,26.35,7.16,9.74,483.38,3.3,1.85,0.047,0.59,0.182,2.65,17.76,3.75,9.95,0.46,0.06,100,7.61,Good,Monitoring recommended
Henan,Luoyang,Luoyang_Station_6,44.06104,113.982743,2023-05-17,25.27,6.75,5.34,594.11,9.33,1.51,-0.02,0.31,0.081,2.97,18.65,6.8,5.98,0.25,0.13,88,90.08,Poor,High pollution spike detected
Beijing,Beijing,Beijing_Station_10,26.364496,102.524099,2023-08-03,15.47,7.65,4.6,578.43,35.35,2.32,0.034,0.88,0.039,2.93,19.75,4.68,4.67,0.36,0.11,114,24.38,Moderate,Monitoring recommended
Zhejiang,Hangzhou,Hangzhou_Station_2,20.356626,104.337006,2023-10-17,23.25,6.15,6.83,804.07,6.32,2.53,0.013,0.6,0.071,3.63,25.62,6.08,4.54,0.82,0.13,99,32.84,Moderate,Requires attention
Beijing,Beijing,Beijing_Station_3,30.716665,116.574072,2023-06-30,24.28,6.99,6.27,423.17,1.77,1.07,0.014,0.78,0.026,3.39,24.4,6.45,7.08,0.69,0.12,117,54.55,Good,
Zhejiang,Ningbo,Ningbo_Station_6,37.430021,101.008937,2023-07-30,20.71,7.63,9.83,503.81,7.8,1.95,0.021,0.74,0.104,3.09,18.75,4.49,3.99,0.25,0.12,99,63.39,Moderate,
Sichuan,Mianyang,Mianyang_Station_9,29.039408,108.016385,2023-07-23,24.49,6.92,10.09,842.89,0.32,2.7,0.021,0.53,0.026,3.39,16.07,5.12,5.4,0.56,0.14,107,38.44,Very Poor,High pollution spike detected
Shanghai,Shanghai,Shanghai_Station_10,44.044242,111.858761,2023-08-27,23.53,7.13,4.54,422.32,2.46,1.62,0.019,-0.31,0.044,2.11,25.73,4.93,5.56,0.52,0.13,106,14.72,Very Poor,Monitoring recommended
Hubei,Yichang,Yichang_Station_5,26.766231,110.911137,2023-02-01,18.91,6.88,11.71,537.82,8.8,2.16,0.022,0.49,0.124,3.1,17.56,4.61,5.56,0.74,0.01,80,81.74,Good,Monitoring recommended
Jiangsu,Suzhou,Suzhou_Station_9,44.179416,103.181877,2023-01-07,20.68,6.28,7.38,475.87,3.58,2.08,0.012,0.94,0.16,3.03,17.84,4.5,6.53,0.55,0.05,105,85.53,Very Poor,High pollution spike detected
Hubei,Yichang,Yichang_Station_2,44.190194,110.030282,2023-06-21,22.74,7.36,10.88,607.56,8.21,1.37,0.032,0.66,0.087,3.01,20.33,3.56,1.5,0.28,0.05,98,63.33,Excellent,High pollution spike detected
Henan,Zhengzhou,Zhengzhou_Station_8,29.730508,102.027714,2023-08-29,17.06,7.45,9.29,389.18,5.55,2.03,0.032,0.35,0.111,2.26,18.18,4.03,1.63,0.62,0.14,103,42.73,Very Poor,High pollution spike detected
Yunnan,Kunming,Kunming_Station_1,21.736346,115.275479,2023-11-11,20.28,7.22,6.34,424.49,4.73,1.88,0.02,0.61,0.143,2.73,21.01,4.57,4.64,0.42,0.14,88,35.58,Good,Monitoring recommended
Yunnan,Kunming,Kunming_Station_6,32.469924,120.727858,2023-05-10,17.2,6.91,8.26,536.25,14.21,0.53,0.013,0.56,0.095,3.26,25.11,4.51,3.54,0.39,0.18,118,26.73,Poor,Requires attention
Shandong,Qingdao,Qingdao_Station_4,21.983326,106.78235,2023-09-30,12.46,7.5,7.65,375.37,1.42,2.28,0.016,0.85,0.106,2.95,18.24,2.64,4.82,0.57,0.09,83,97.22,Moderate,
Henan,Luoyang,Luoyang_Station_9,42.325281,124.058131,2023-01-23,19.88,7.21,7.14,451.34,11.02,2.1,0.028,0.65,0.143,3.5,22.49,4.36,8.89,0.66,0.06,99,80.19,Poor,
Beijing,Beijing,Beijing_Station_5,41.801715,100.908992,2023-10-31,21.86,7.08,8.91,398.12,1.4,2.57,0.026,0.58,0.093,2.77,23.93,4.58,4.35,1.01,0.02,84,31.71,Moderate,High pollution spike detected
Yunnan,Dali,Dali_Station_1,27.701581,114.612216,2023-03-27,30.27,7.23,6.51,541.82,8.38,2.36,0.023,0.69,0.094,2.91,25.39,4.63,4.65,0.57,0.11,109,11.59,Poor,Requires attention
Jiangsu,Nanjing,Nanjing_Station_7,43.956961,117.558741,2023-11-30,16.88,6.86,10.05,590.89,1.68,1.86,0.001,0.67,0.078,3.29,25.42,4.19,0.93,0.11,0.07,112,83.27,Moderate,Monitoring recommended
Shandong,Jinan,Jinan_Station_8,43.91606,101.363236,2023-12-21,20.31,7.17,14.37,634.44,1.21,1.78,0.022,0.85,0.191,3.03,24.31,4.22,2.85,0.5,0.07,83,93.29,Moderate,Monitoring recommended
Hubei,Wuhan,Wuhan_Station_9,24.340372,104.77864,2023-05-12,18.05,7.1,9.39,389.28,11.25,2.82,0.042,0.42,0.149,4.06,24.98,4.72,1.36,0.39,0.08,96,91.62,Excellent,High pollution spike detected
Shandong,Qingdao,Qingdao_Station_10,34.013198,119.203378,2023-05-18,30.55,6.69,10.88,535.24,7.91,2.1,0.003,0.53,0.103,3.38,17.89,4.04,5.15,0.36,0.04,112,35.25,Moderate,High pollution spike detected
Beijing,Beijing,Beijing_Station_1,31.524378,109.875799,2023-02-02,20.61,6.9,8.86,523.65,6.56,2.27,0.027,0.29,0.196,3.14,23.65,3.24,4.63,0.58,0.01,93,52.74,Excellent,Monitoring recommended
Sichuan,Mianyang,Mianyang_Station_2,20.608291,123.100006,2023-09-13,22.27,6.75,13.38,443.06,0.8,1.56,0.003,0.62,0.134,3.28,13.42,4.08,6.19,0.69,0.13,107,95.86,Excellent,Requires attention
Shandong,Qingdao,Qingdao_Station_6,35.688559,124.082574,2023-07-07,28.55,7.6,8.88,590.39,6.6,1.68,0.007,0.5,0.041,3.04,19.96,5.3,6.01,0.7,0.08,103,29.44,Good,Requires attention
Yunnan,Dali,Dali_Station_7,28.650628,114.135662,2023-06-19,30.53,7.38,9.58,516.96,11.43,2.01,0.02,0.4,0.018,2.72,28.3,5.08,3.45,0.38,0.21,94,21.29,Very Poor,High pollution spike detected
Guangdong,Guangzhou,Guangzhou_Station_2,42.77437,109.804143,2023-12-15,23.0,6.57,6.79,291.29,0.8,1.56,0.018,0.32,0.104,3.16,27.01,3.41,8.24,0.34,0.09,101,46.81,Poor,High pollution spike detected
Hubei,Yichang,Yichang_Station_5,27.002509,102.41697,2023-09-16,23.6,7.26,6.79,542.77,4.87,2.12,0.015,0.31,0.084,3.16,25.01,3.75,4.84,0.66,0.1,87,79.81,Excellent,Monitoring recommended
Hubei,Wuhan,Wuhan_Station_9,33.469466,105.567431,2023-10-12,15.55,7.03,11.63,634.77,6.52,2.38,0.027,0.27,0.132,3.69,17.6,2.07,5.73,0.51,0.02,103,78.02,Moderate,High pollution spike detected
Beijing,Beijing,Beijing_Station_3,43.881325,113.949109,2023-09-01,21.81,6.39,4.31,418.09,4.17,2.41,0.028,0.78,0.069,3.42,18.82,3.44,3.27,0.12,0.13,98,85.64,Excellent,High pollution spike detected
Guangdong,Shenzhen,Shenzhen_Station_5,42.660226,120.640181,2023-01-15,8.86,7.19,6.93,351.62,3.63,1.73,0.023,0.39,0.035,2.37,11.94,3.37,7.11,0.97,0.1,92,54.71,Moderate,High pollution spike detected
Jiangsu,Suzhou,Suzhou_Station_3,40.492626,120.919718,2023-12-02,26.71,6.88,8.95,468.34,4.12,2.48,0.023,0.58,0.161,2.8,27.78,3.29,5.15,0.63,0.02,103,50.59,Poor,High pollution spike detected
Jiangsu,Nanjing,Nanjing_Station_4,27.681978,107.912091,2023-07-19,28.92,7.04,12.94,496.87,11.4,1.17,0.006,0.5,0.075,3.11,26.86,4.86,3.61,0.68,0.05,103,90.51,Good,
Zhejiang,Ningbo,Ningbo_Station_10,33.819654,117.256574,2023-02-14,24.54,7.55,6.66,580.4,2.94,1.63,0.039,0.69,0.171,3.13,18.24,4.91,7.56,0.4,0.06,97,22.78,Excellent,Monitoring recommended
Henan,Luoyang,Luoyang_Station_3,24.128396,109.497112,2023-08-09,22.61,7.58,5.05,535.2,12.51,2.27,0.014,0.37,0.069,2.43,24.5,3.5,7.22,0.61,0.1,92,75.51,Moderate,Monitoring recommended
Sichuan,Chengdu,Chengdu_Station_10,25.86233,110.915501,2023-12-06,20.03,6.24,10.42,433.37,4.87,2.76,0.019,0.65,0.06,2.78,26.84,3.96,5.32,0.29,0.12,108,76.34,Poor,Requires attention
Hubei,Yichang,Yichang_Station_6,27.241798,118.878389,2023-02-25,23.49,7.56,7.81,313.1,0.59,1.19,0.018,0.3,0.078,3.03,24.14,4.79,0.33,0.64,0.11,89,97.58,Poor,Requires attention
Sichuan,Mianyang,Mianyang_Station_5,41.421216,116.192636,2023-11-08,18.99,6.97,7.16,509.0,0.43,0.74,0.015,0.26,0.203,3.03,23.71,4.64,5.62,0.42,0.07,85,51.26,Very Poor,Requires attention
Beijing,Beijing,Beijing_Station_9,36.215067,115.249934,2023-08-13,16.17,6.11,6.15,509.39,1.92,2.33,0.02,0.37,0.092,2.48,18.36,4.58,2.34,0.49,0.06,103,1.91,Good,
Guangdong,Shenzhen,Shenzhen_Station_3,22.211481,123.537256,2023-10-19,16.56,7.55,3.26,446.89,2.1,1.98,0.019,0.57,0.134,3.14,14.59,4.32,6.27,0.41,0.01,101,93.16,Poor,High pollution spike detected
Hubei,Wuhan,Wuhan_Station_5,27.637807,104.92397,2023-02-24,20.56,6.13,12.88,453.19,3.26,2.19,0.018,0.54,0.065,3.03,30.05,3.1,6.07,0.36,0.09,101,94.12,Very Poor,High pollution spike detected
Guangdong,Guangzhou,Guangzhou_Station_7,36.3127,119.782712,2023-03-24,21.44,7.84,7.92,575.67,4.12,1.21,0.037,0.42,0.121,3.86,22.12,6.23,5.27,0.36,-0.02,115,85.01,Excellent,Requires attention
Shandong,Jinan,Jinan_Station_7,34.560872,100.485455,2023-07-21,19.26,7.24,11.04,510.16,4.13,1.99,0.022,0.68,0.133,3.58,19.9,1.75,7.35,0.45,0.06,92,15.4,Very Poor,Monitoring recommended
Hubei,Yichang,Yichang_Station_10,37.877067,111.869118,2023-01-11,20.56,7.02,10.56,654.15,4.03,2.12,0.016,0.83,0.152,3.08,21.18,4.03,5.32,0.48,0.05,109,5.69,Moderate,High pollution spike detected
Henan,Zhengzhou,Zhengzhou_Station_4,30.410319,110.839767,2023-02-26,20.65,6.88,3.37,502.06,0.56,1.55,0.032,0.67,0.036,1.99,24.33,2.66,6.66,0.37,0.13,88,70.79,Very Poor,
Guangdong,Shenzhen,Shenzhen_Station_4,39.485702,102.863284,2023-11-08,19.51,6.96,8.93,556.8,1.98,1.58,0.024,0.42,0.1,2.65,19.11,1.44,3.37,0.38,0.1,96,36.89,Poor,High pollution spike detected
